n_repetitions,subsample_n,model_family,fraction_logR_rank_1,fraction_logR_top_3,logR_mean_abs_shap_median,logR_mean_abs_shap_iqr,logR_mean_abs_shap_p05,logR_mean_abs_shap_p95,logR_to_second_ratio_median,logR_to_second_ratio_iqr
50,90,Random Forest,1.0,1.0,0.5081549689784645,0.20198714647178534,0.2970337825736224,0.7075991833193126,5.229867391068476,3.2661495346289007
