variable,R_reported_n,R_missing_n,test,statistic,p_value,effect_size,effect_size_value
log_estimated_power_density,112,47,Mann-Whitney U (two-sided),3290.5,0.013002035874998073,rank-biserial correlation (R reported minus R missing),0.2501899696048633
