Mechanism,Rows,R2_mean,R2_std,R2_min,R2_max
ion_gradient,107,0.004679742722489988,0.24748533307152465,-0.7498895201303661,0.35320133441283696
streaming,52,-0.7566437616058777,0.5296854714633504,-2.4480256795691027,0.11571658334107338
