structure_R_regime,count,mean,std,min,max
film_low_R,7,1.406972649600553,1.0734797134469989,-0.6856039371129267,2.552059535406101
hydrogel + film_low_R,1,1.0059094893370626,,1.0059094893370626,1.0059094893370626
hydrogel + porous_low_R,4,0.7695555735253194,0.36218211652966587,0.315550744428857,1.2020794682786262
hydrogel_low_R,9,0.32937999457474076,0.762342219500496,-0.9999956570768956,1.8281441137549816
film_high_R,15,0.11137185640333902,0.9577889841130448,-1.2586435192376149,1.909823374996075
porous_low_R,35,0.10091721730549329,0.9958904132351313,-2.3159629625134803,2.1398790895482978
hydrogel_high_R,5,-0.2343711353159344,0.5879710849254325,-1.163827850638265,0.386944802542633
porous_high_R,83,-0.9803728843896092,1.3138412041301564,-4.2839966563652006,2.9164539490763426
