tree_regime,count,mean,std,min,max
high_power_regime,89,0.29583254660657055,1.009424083313517,-2.6062493596519194,2.9164539490763426
low_power_regime,70,-1.2395980142192113,1.174845917456153,-4.2839966563652006,2.1398790895482978
