R_descriptor,count,mean,std,min,max
low_R_regime,55,0.41355319727310225,0.9572200419243987,-1.5281071486294195,2.552059535406101
high_R_regime,104,-0.7998864442055831,1.3028336785349168,-4.2839966563652006,2.9164539490763426
