mechanism_simple,count,mean,median,std,min,max
ion_gradient,107,-0.05049895924405775,0.2091129720699776,1.3377596102210108,-4.2839966563652006,2.9164539490763426
streaming,52,-1.0584495328508814,-1.113543912959503,1.0100366674641228,-3.217527375833714,1.611192071499878
