model,n_rows,train_R2,test_R2,test_RMSE,test_MAE,cv_R2_mean,cv_R2_std,cv_RMSE_mean,cv_RMSE_std,cv_MAE_mean,cv_MAE_std
Linear Elastic Net descriptor,107,0.4684039372285723,0.1020122446377306,1.155201629542676,0.8672342194742882,0.1729764764963902,0.1671583802283165,1.1091335956537325,0.1289672252872457,0.870908516838784,0.1262398918065702
Polynomial Elastic Net descriptor,107,0.4713928289759153,0.0992286868580696,1.1569906753477048,0.8765106039627938,0.1586468935316133,0.1021943253680438,1.1330364141856508,0.1690872195815001,0.888489468148895,0.1006134387237918
